seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado
38,146,27,39303.0,CASEROS AV.,4051.0,2020-01-30
79,137,42,258190.0,CUENCA,1380.0,2020-01-30
69,15,015A,254256.0,ARGERICH,2365.0,2020-01-30
22,24,2,181566.0,COCHABAMBA,2314.0,2020-01-30
19,034A,004A,427506.0,SORIA,4956.0,2020-01-30
33,35,015A,400765.0,DORREGO AV.,1263.0,2020-01-30
40,41,35,161199.0,GUAYAQUIL,809.0,2020-01-30
7,46,2,451328.0,SANTA FE AV.,1226.0,2020-01-30
30,57,32,183761.0,"GARAY, JUAN DE AV.",3063.0,2020-01-30
15,85,013A,443622.0,GUEMES,2981.0,2020-01-30
48,105,12,142889.0,PEDERNERA,512.0,2020-01-30
23,83,32,412715.0,ORTEGA Y GASSET,1881.0,2020-01-30
36,109,26,151033.0,CASTRO BARROS,980.0,2020-01-30
4,3,31,211480.0,PIEDRAS,1179.0,2020-01-31
19,169,25,427006.0,GUEMES,4147.0,2020-01-31
23,115,4,413516.0,DEL LIBERTADOR AV.,5346.0,2020-01-31
24,65,8,100631.0,15 DE NOVIEMBRE DE 1889,2554.0,2020-01-31
15,104,28,443298.0,CHARCAS,2975.0,2020-01-31
17,99,25,170004.0,RIVADAVIA AV.,3729.0,2020-01-31
40,102,007A,162078.0,ROSARIO,398.0,2020-01-31
19,138,25,426938.0,PARAGUAY,4263.0,2020-01-31
40,102,001A,162048.0,ROSARIO,302.0,2020-01-31
15,12,2,444901.0,GUEMES,3334.0,2020-01-31
37,062A,4,409348.0,SUPERI,1426.0,2020-01-31
41,142,21,327626.0,CIUDAD DE LA PAZ,2626.0,2020-01-31
23,2,55,410839.0,SANTA FE AV.,4981.0,2020-01-31
23,114,13,413465.0,SOLDADO DE LA INDEPENDENCIA,1381.0,2020-01-31
28,38,19,193932.0,BELGRANO AV.,3177.0,2020-01-31
39,81,004C,325173.0,"SUCRE, ANTONIO JOSE de, Mcal.",2676.0,2020-01-31
37,124,7,410606.0,"HERNANDEZ, JOSE",2792.0,2020-01-31
21,26,11,430550.0,FRAY JUSTO SANTAMARIA DE ORO,2639.0,2020-01-31
25,16,5,335481.0,CUBA,1965.0,2020-01-31
48,114C,6,142383.0,CRANWELL,526.0,2020-01-31
48,59,1,144337.0,CULPINA,611.0,2020-01-31
17,101,26,170062.0,DIAZ VELEZ AV.,3735.0,2020-01-31
23,37,13,411811.0,CESPEDES,2293.0,2020-01-31
43,159,38,333590.0,SAN ISIDRO LABRADOR AV.,4356.0,2020-01-31
48,89,23,143544.0,"PERON, EVA AV.",2515.0,2020-01-31
48,33,8,145338.0,DIRECTORIO AV.,2962.0,2020-01-31
15,3,29,444626.0,BULNES,1425.0,2020-01-31
19,170,32,427443.0,SANTA FE AV.,3918.0,2020-02-01
45,104,007B,174797.0,AVELLANEDA,376.0,2020-02-01
7,30,017B,453338.0,MONTEVIDEO,1151.0,2020-02-01
9,66,032A,205231.0,RIOBAMBA,10.0,2020-02-01
15,44,001F,447285.0,SANCHEZ DE BUSTAMANTE,1464.0,2020-02-01
19,137,4,426564.0,CHARCAS,3936.0,2020-02-01
53,12,004F,372328.0,"LARRALDE, CRISOLOGO AV.",5142.0,2020-02-01
39,2,9,325231.0,"NAON, ROMULO",1961.0,2020-02-01
45,103B,21,174760.0,"ARAOZ ALFARO, GREGORIO, DR",295.0,2020-02-01
21,2,13,429251.0,SANTA FE AV.,3465.0,2020-02-01
19,33,5,427101.0,HONDURAS,4852.0,2020-02-01
21,83,7,430609.0,DEMARIA,4458.0,2020-02-01
40,71,43,157258.0,"MORENO, JOSE MARIA AV.",425.0,2020-02-01
45,132,005A,174317.0,"ARANGUREN, JUAN F., Dr.",140.0,2020-02-01
40,38,041B,161520.0,"ALBERDI, JUAN BAUTISTA AV.",757.0,2020-02-01
39,101,014F,374001.0,BLANCO ENCALADA,2473.0,2020-02-01
22,36,013C,181078.0,PICHINCHA,926.0,2020-02-01
23,37,12,411792.0,VUELTA DE OBLIGADO,1201.0,2020-02-01
79,100,41,259604.0,CONCORDIA,970.0,2020-02-01
65,041A,9,136182.0,LA PORTEÑA,45.0,2020-02-02
36,136,020A,161578.0,MORENO,3625.0,2020-02-02
19,116,1,426529.0,"SCALABRINI ORTIZ, RAUL AV.",2096.0,2020-02-02
65,125,18,133904.0,MENDEZ DE ANDES,2061.0,2020-02-02
39,5,012C,326107.0,WASHINGTON,2232.0,2020-02-02
7,39,032D,453218.0,TALCAHUANO,934.0,2020-02-02
39,68,20,325416.0,VIDAL,1974.0,2020-02-02
13,92,28,190320.0,LAVALLE,2823.0,2020-02-02
15,12,15,444885.0,CHARCAS,3333.0,2020-02-02
1,24,13,220782.0,MAIPU,759.0,2020-02-02
46,10,23,53216.0,VARELA AV.,3388.0,2020-02-02
57,62,8,146824.0,MENDEZ DE ANDES,1470.0,2020-02-02
1,2,23,221045.0,SUIPACHA,119.0,2020-02-02
41,44,11,330526.0,"PEREZ, ROQUE",3441.0,2020-02-02
4,9,030C,214560.0,SAN JUAN AV.,735.0,2020-02-02
4,13,17,211058.0,CHACABUCO,1334.0,2020-02-02
1,14,25,220925.0,LAVALLE,725.0,2020-02-02
39,11,10,325840.0,WASHINGTON,2173.0,2020-02-02
39,88,17,325199.0,CIUDAD DE LA PAZ,1882.0,2020-02-02
1,017A,1,220614.0,"SAENZ PEÑA, ROQUE, PRES. AV.",614.0,2020-02-02
73,39,34,361721.0,CONDARCO,4730.0,2020-02-02
15,21,6,444380.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3358.0,2020-02-02
19,151,32,426611.0,"SCALABRINI ORTIZ, RAUL AV.",2372.0,2020-02-02
48,110E,28,142687.0,MEMBRILLAR,953.0,2020-02-02
93,93,18,293091.0,BRUSELAS,807.0,2020-02-02
19,103,24,425775.0,"ALVAREZ, JULIAN",1940.0,2020-02-02
21,13,14,429353.0,ARENALES,3655.0,2020-02-02
13,83,14,190660.0,TUCUMAN,2945.0,2020-02-02
19,15,32,426663.0,"CABRERA, JOSE A.",4723.0,2020-02-03
36,130,4,150283.0,MEXICO,3628.0,2020-02-03
27,2,9,336794.0,CABILDO AV.,2737.0,2020-02-03
19,113,6,424935.0,"ALVAREZ, JULIAN",2057.0,2020-02-03
36,63,10,152502.0,TREINTA Y TRES ORIENTALES,86.0,2020-02-03
53,39,17,345428.0,MILLER,2546.0,2020-02-03
22,29,34,181400.0,PICHINCHA,833.0,2020-02-03
20,44,036A,201085.0,RINCON,673.0,2020-02-04
23,95,23,413072.0,ARCE,973.0,2020-02-04
48,95,007D,458174.0,DIRECTORIO AV.,2578.0,2020-02-04
17,45,15,178808.0,PRINGLES,625.0,2020-02-04
15,24,3,444472.0,SANTA FE AV.,3168.0,2020-02-04
22,52,34,180545.0,SARANDI,921.0,2020-02-04
23,64,15,412244.0,"HERNANDEZ, JOSE",1951.0,2020-02-04
23,118,25,415348.0,DEL LIBERTADOR AV.,4534.0,2020-02-04
43,121,001F,367492.0,ARIAS,2994.0,2020-02-04
21,73,11,430169.0,REPUBLICA ARABE SIRIA,3215.0,2020-02-04
15,31,005D,446420.0,BILLINGHURST,2444.0,2020-02-04
25,33,2,335804.0,MENDOZA,1910.0,2020-02-04
47,90,7,228072.0,HIDALGO,1295.0,2020-02-04
7,47,6,451357.0,ARENALES,1266.0,2020-02-05
30,97,12,182441.0,INDEPENDENCIA AV.,2774.0,2020-02-05
13,31,21,192124.0,GUARDIA VIEJA,3549.0,2020-02-05
35,5,30,403889.0,"CABRERA, JOSE A.",5839.0,2020-02-05
43,93,17,331445.0,"LARRALDE, CRISOLOGO AV.",3117.0,2020-02-05
47,042A,25,227736.0,MONTENEGRO,324.0,2020-02-05
17,087B,29,170421.0,"SALGUERO, JERONIMO",150.0,2020-02-05
19,9,28,425308.0,"CABRERA, JOSE A.",4033.0,2020-02-05
15,11,2,444946.0,GUEMES,3416.0,2020-02-05
22,29,29,181395.0,PICHINCHA,881.0,2020-02-05
13,49,10,191404.0,"GOMEZ, VALENTIN",3396.0,2020-02-05
63,125,13,374837.0,ROOSEVELT FRANKLIN D. AV.,5023.0,2020-02-05
33,93,030A,405663.0,"NEWBERY, JORGE",3329.0,2020-02-05
30,91,6,182692.0,CONSTITUCION,2650.0,2020-02-05
22,3,25,182133.0,CONSTITUCION,2581.0,2020-02-05
37,151,001F,409992.0,CABILDO AV.,1030.0,2020-02-05
9,31,019D,207926.0,TUCUMAN,2485.0,2020-02-05
11,85,001E,448021.0,ALVEAR AV.,1869.0,2020-02-05
34,005A,001C,108001.0,FALUCHO,107.0,2020-02-05
17,67,005C,171309.0,POTOSI,4052.0,2020-02-05
47,168,30,225234.0,"FRIAS, EUSTOQUIO, TTE. GENERAL",156.0,2020-02-05
39,99,007A,366925.0,OLAZABAL,2494.0,2020-02-05
40,101,12,161762.0,BEAUCHEF,338.0,2020-02-05
30,84,45,182881.0,CATAMARCA,1045.0,2020-02-05
22,31,38,185597.0,PASCO,1487.0,2020-02-05
23,127,3,413624.0,DEL LIBERTADOR AV.,5624.0,2020-02-05
47,170,9,225333.0,ARAOZ,231.0,2020-02-06
60,42,15,10755.0,RIVADAVIA AV.,10598.0,2020-02-06
47,116,8,226300.0,GURRUCHAGA,131.0,2020-02-06
22,29,12,181378.0,MATHEU,860.0,2020-02-06
43,163,30,334635.0,ARIAS,2621.0,2020-02-06
23,96,26,413166.0,GOROSTIAGA,1891.0,2020-02-06
59,158,33,232530.0,"BELAUSTEGUI, LUIS, Dr.",1149.0,2020-02-06
27,36,10,337114.0,ARCOS,2767.0,2020-02-06
11,77,012A,440093.0,SANTA FE AV.,1881.0,2020-02-06
21,106,3,431209.0,CAVIA,3079.0,2020-02-06
19,76,023D,432541.0,"ALVAREZ, JULIAN",1704.0,2020-02-06
3,1,011A,451076.0,LIBERTAD,863.0,2020-02-06
15,108,3,445366.0,FRENCH,2728.0,2020-02-06
48,28,2,145594.0,SAN PEDRITO,835.0,2020-02-06
22,2,007B,182162.0,CONSTITUCION,2552.0,2020-02-06
20,54,24,200721.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2061.0,2020-02-06
15,116,006A,443030.0,CHARCAS,2852.0,2020-02-06
37,062B,21,409333.0,DE LOS INCAS AV.,3444.0,2020-02-06
9,51,41,205815.0,JUNIN,160.0,2020-02-06
11,72,37,440224.0,RIOBAMBA,1170.0,2020-02-06
4,11,21,211140.0,"CALVO, CARLOS",787.0,2020-02-06
9,1,7,207299.0,PUEYRREDON AV.,47.0,2020-02-06
15,130,6,441742.0,"ANCHORENA, TOMAS MANUEL DE, DR.",1577.0,2020-02-06
19,168,24,426628.0,GUEMES,4069.0,2020-02-06
89,56,032A,307343.0,"JUAREZ, BENITO",4150.0,2020-02-06
5,37,31,221971.0,"PERON, JUAN DOMINGO, TTE. GENERAL",1327.0,2020-02-06
20,64,5,200331.0,"ALSINA, ADOLFO",1936.0,2020-02-06
37,63,016A,416475.0,DE LOS INCAS AV.,3390.0,2020-02-06
9,1,8,207298.0,PUEYRREDON AV.,35.0,2020-02-06
36,52,15,152939.0,TREINTA Y TRES ORIENTALES,1000.0,2020-02-06
15,132,014A,441295.0,PARAGUAY,2594.0,2020-02-06
19,152,28,431724.0,MALABIA,2312.0,2020-02-06
59,120,6,303327.0,"SEGUI, F. J., ALTE.",2161.0,2020-02-06
77,97,2,1906.0,GAONA AV.,4416.0,2020-02-06
33,99,8,406242.0,"LACROZE, FEDERICO AV.",3314.0,2020-02-06
43,163,31,334634.0,ARIAS,2603.0,2020-02-06
12,41,19,217253.0,SANTIAGO DEL ESTERO,774.0,2020-02-06
19,106,25,426863.0,SOLER,4525.0,2020-02-06
21,80,29,430509.0,LAFINUR,3324.0,2020-02-06
48,80,2,143696.0,VARELA,391.0,2020-02-06
17,11,12,177795.0,RIO DE JANEIRO,1087.0,2020-02-06
51,050B,8,350076.0,AVALOS,1859.0,2020-02-06
37,134,006B,416229.0,"ARREDONDO, Virrey",2675.0,2020-02-06
39,62,21,373422.0,CRAMER AV.,2074.0,2020-02-06
81,006B,8,277201.0,NOGOYA,4446.0,2020-02-06
83,211,5,269376.0,"MORAN, PEDRO",3330.0,2020-02-06
22,43,22,180831.0,HUMBERTO 1°,2161.0,2020-02-06
48,60,21,144315.0,LAFUENTE,588.0,2020-02-06
65,082A,22,134807.0,YERBAL,2335.0,2020-02-06
40,143,11,154850.0,SENILLOSA,464.0,2020-02-06
2,8,3,216104.0,DE MAYO AV.,860.0,2020-02-06
37,045A,37,409502.0,DE LOS INCAS AV.,3489.0,2020-02-06
30,83,18,182903.0,DEAN FUNES,1126.0,2020-02-06
39,69,14,325711.0,VIDAL,2042.0,2020-02-07
45,31,18,176614.0,ROJAS,335.0,2020-02-07
48,15,6,146077.0,"BUSTILLO, JOSE M., Gral.",3308.0,2020-02-07
7,48,012C,451399.0,JUNCAL,1308.0,2020-02-07
47,190,015A,225036.0,"FRIAS, EUSTOQUIO, TTE. GENERAL",358.0,2020-02-07
37,2,23,406531.0,"LACROZE, FEDERICO AV.",3825.0,2020-02-07
17,67,20,171287.0,DIAZ VELEZ AV.,4051.0,2020-02-07
22,4,8,182403.0,JUJUY AV.,1220.0,2020-02-07
11,44,8,440530.0,"URIBURU JOSE E., Pres.",1085.0,2020-02-07
34,8,21,107857.0,ROMERO,433.0,2020-02-07
79,99,8,260497.0,ALVAREZ JONTE AV.,3790.0,2020-02-07
1,42,4,220121.0,"PERON, JUAN DOMINGO, TTE. GENERAL",338.0,2020-02-07
87,91,34,278635.0,NOGOYA,4649.0,2020-02-07
47,022A,14,229695.0,BATALLA DEL PARI,695.0,2020-02-07
39,62,005A,325684.0,CONESA,2041.0,2020-02-07
39,88,1,325197.0,CIUDAD DE LA PAZ,1898.0,2020-02-07
48,73,001A,146753.0,ARROTEA,805.0,2020-02-07
48,112D,14,141883.0,"NAON, JUAN JOSE",785.0,2020-02-07
30,34,028B,184346.0,CONSTITUCION,3227.0,2020-02-07
17,66,38,171278.0,"ACUÑA DE FIGUEROA, FRANCISCO",140.0,2020-02-07
24,95,36,101630.0,VELEZ SARSFIELD AV.,67.0,2020-02-07
33,8,13,401064.0,"ARENAL, CONCEPCION",4022.0,2020-02-07
45,8,24,177974.0,BOGOTA,903.0,2020-02-07
11,56,23,440428.0,ARENALES,2047.0,2020-02-07
45,57,4,176000.0,PLANES,758.0,2020-02-07
48,16,020A,147677.0,"MARTI, JOSE",944.0,2020-02-07
65,120B,20,134090.0,YERBAL,2025.0,2020-02-07
45,033B,14,176679.0,ROJAS,481.0,2020-02-07
57,99,006A,131081.0,PAYSANDU,1043.0,2020-02-07
11,28,021C,448254.0,PUEYRREDON AV.,2422.0,2020-02-08
37,079B,15,409433.0,ELCANO AV.,3127.0,2020-02-08
22,39,13,180972.0,PASCO,1438.0,2020-02-08
35,32,32,403540.0,HONDURAS,5709.0,2020-02-08
23,119,18,412904.0,MIGUELETES,731.0,2020-02-08
19,164,18,425018.0,"SALGUERO, JERONIMO",1916.0,2020-02-08
47,072A,22,228292.0,HIDALGO,1390.0,2020-02-08
35,108,004A,405602.0,CABILDO AV.,336.0,2020-02-08
15,013A,005B,447473.0,SANTA FE AV.,3248.0,2020-02-08
48,4,32,146498.0,PORTELA,864.0,2020-02-08
15,28,5,446336.0,BILLINGHURST,2134.0,2020-02-08
48,133,16,141276.0,"BONIFACIO, JOSE",2177.0,2020-02-08
48,17,038B,146040.0,QUIRNO,755.0,2020-02-08
22,19,5,181764.0,"CALVO, CARLOS",2452.0,2020-02-08
30,35,51,184315.0,24 DE NOVIEMBRE,1239.0,2020-02-08
23,106,019A,415757.0,SAN BENITO DE PALERMO,1618.0,2020-02-08
30,90,016B,182742.0,CATAMARCA,1562.0,2020-02-08
15,32,018A,447454.0,BILLINGHURST,2560.0,2020-02-08
30,97,7,182436.0,INDEPENDENCIA AV.,2736.0,2020-02-08
9,21,23,207064.0,PASO,505.0,2020-02-08
19,130,16,426151.0,PARAGUAY,4023.0,2020-02-08
31,16,25,421503.0,"SCALABRINI ORTIZ, RAUL AV.",484.0,2020-02-08
47,95,15,228220.0,HIDALGO,1707.0,2020-02-08
15,46,13,444120.0,BILLINGHURST,1663.0,2020-02-08
42,92,038A,149640.0,"MARTINEZ, VICTOR",45.0,2020-02-08
21,075A,22,430438.0,CERVIÑO AV.,3981.0,2020-02-08
30,85,26,182814.0,"CALVO, CARLOS",2875.0,2020-02-08
37,146,28,410541.0,CIUDAD DE LA PAZ,1544.0,2020-02-08
17,064A,9,170813.0,LEZICA,3960.0,2020-02-08
21,105,001A,431187.0,CAVIA,2995.0,2020-02-09
47,125,16,227170.0,ITURRI,131.0,2020-02-09
39,84,022F,375887.0,JURAMENTO AV.,2611.0,2020-02-09
5,32,13,222288.0,PARANA,571.0,2020-02-09
49,7,32,242315.0,"ALVAREZ, DONATO, Tte. Gral. AV.",2620.0,2020-02-09
1,13,031A,223758.0,MAIPU,456.0,2020-02-09
30,11,25,185184.0,"GARAY, JUAN DE AV.",3455.0,2020-02-09
30,38,12,184232.0,24 DE NOVIEMBRE,1133.0,2020-02-09
15,51,22,446094.0,JUNCAL,2995.0,2020-02-09
39,63,013B,365817.0,JURAMENTO,2965.0,2020-02-09
93,179,9,303164.0,"BEIRO, FRANCISCO AV.",5408.0,2020-02-09
11,27,8,442694.0,PUEYRREDON AV.,2421.0,2020-02-09
39,81,009A,367150.0,MOLDES,1811.0,2020-02-09
3,52,001J,450083.0,TRES SARGENTOS,414.0,2020-02-09
7,21,021A,452877.0,MONTEVIDEO,1462.0,2020-02-09
7,28,21,452034.0,MONTEVIDEO,955.0,2020-02-09
5,34,024E,222337.0,VIAMONTE,1453.0,2020-02-09
45,146,24,173841.0,ESCRIBANO,73.0,2020-02-09
45,005B,16,177429.0,"LORA, FELIX",18.0,2020-02-09
45,60,001A,176225.0,"GALLARDO, ANGEL AV.",1008.0,2020-02-09
83,150,4,309287.0,"LAMARCA, EMILIO",4346.0,2020-02-09
15,71,1,445934.0,"PACHECO DE MELO, JOSE ANDRES",2806.0,2020-02-09
15,30,19,446379.0,"DIAZ, CNEL. AV.",2437.0,2020-02-09
1,54,1,220088.0,"ALEM, LEANDRO N. AV.",592.0,2020-02-09
11,76,6,440073.0,SANTA FE AV.,1844.0,2020-02-09
45,3,0FRF,177947.0,"GARCIA LORCA, FEDERICO",350.0,2020-02-10
39,17,007A,325577.0,"MARTINEZ, ENRIQUE, GRAL.",2015.0,2020-02-10
23,2,059A,410835.0,SANTA FE AV.,4923.0,2020-02-10
81,102,6,308257.0,TINOGASTA,3750.0,2020-02-10
48,144,025A,149753.0,LAUTARO,135.0,2020-02-10
23,64,12,412230.0,O'HIGGINS,1725.0,2020-02-10
81,52,9,268420.0,"BEIRO, FRANCISCO AV.",4038.0,2020-02-10
8,20,2,111413.0,"GARCIA, MARTIN AV.",626.0,2020-02-10
11,28,27,442842.0,PUEYRREDON AV.,2436.0,2020-02-10
87,086B,18,278355.0,"JUAREZ, BENITO",2313.0,2020-02-10
41,64,011D,376619.0,"BALBIN, RICARDO, DR. AV.",2711.0,2020-02-10
74,88,001B,15968.0,"SCHMIDL, ULRICO",6615.0,2020-02-10
48,154B,10,140667.0,LAUTARO,172.0,2020-02-10
8,20,018A,111429.0,AZARA,41.0,2020-02-10
22,2,26,182183.0,PAVON,2545.0,2020-02-10
5,054A,028L,223730.0,CORRIENTES AV.,1131.0,2020-02-10
9,21,29,207089.0,LARREA,562.0,2020-02-10
61,196,9,244425.0,TRIUNVIRATO AV.,4060.0,2020-02-10
87,61,21,310829.0,"MATURANA, JOSE DE",4887.0,2020-02-10
37,152,13,410077.0,CESPEDES,2442.0,2020-02-10
7,52,014A,451488.0,LIBERTAD,1340.0,2020-02-10
35,96,5,406144.0,ZAPATA,522.0,2020-02-10
53,50,22,345403.0,MONROE,4525.0,2020-02-11
24,65,31,100653.0,RONDEAU,2527.0,2020-02-11
11,8,41,442736.0,LARREA,1362.0,2020-02-11
17,69,45,171392.0,"ACUÑA DE FIGUEROA, FRANCISCO",444.0,2020-02-11
5,71,23,221326.0,CORRIENTES AV.,961.0,2020-02-11
25,14,14,336320.0,VUELTA DE OBLIGADO,2427.0,2020-02-11
87,001A,20,287150.0,"VERDI, JOSE",1789.0,2020-02-11
22,55,000C,185943.0,SARANDI,1420.0,2020-02-11
20,63,3,200370.0,MORENO,1914.0,2020-02-11
35,102,39,404210.0,"CARRANZA, ANGEL JUSTINIANO",2278.0,2020-02-11
22,55,000E,185945.0,COMBATE DE LOS POZOS,1425.0,2020-02-11
9,41,16,206611.0,AZCUENAGA,767.0,2020-02-11
2,23,21,215742.0,PERU,353.0,2020-02-11
30,55,5,183810.0,INDEPENDENCIA AV.,3190.0,2020-02-11
13,99,5,190066.0,LAVALLE,2756.0,2020-02-11
6,41,17,120363.0,"BROWN, ALTE. AV.",768.0,2020-02-11
19,160,20,431932.0,CHARCAS,4743.0,2020-02-11
5,73,20,221394.0,TUCUMAN,987.0,2020-02-11
3,28,026A,450482.0,"ALVEAR, MARCELO T. De",865.0,2020-02-11
40,003D,13,160170.0,ESTRADA,1099.0,2020-02-11
1,23,4,220762.0,VIAMONTE,638.0,2020-02-11
13,99,10,190061.0,BOULOGNE SUR MER,569.0,2020-02-12
17,60,14,171869.0,ESTADO DE PALESTINA,775.0,2020-02-12
48,127,26,141456.0,CAMACUA,839.0,2020-02-12
39,92,005E,375267.0,OLAZABAL,2594.0,2020-02-12
45,133A,24,174364.0,"ACEVEDO, EDUARDO",560.0,2020-02-12
7,29,28,452070.0,"ALVEAR, MARCELO T. De",1553.0,2020-02-12
28,58,6,193283.0,BELGRANO AV.,2940.0,2020-02-12
22,49,39,180654.0,SARANDI,1235.0,2020-02-12
19,107,17,427255.0,SOLER,4629.0,2020-02-12
15,8,2,444807.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3410.0,2020-02-12
41,135,6,329356.0,IBERA,2674.0,2020-02-12
31,78,33,422412.0,LERMA,630.0,2020-02-12
21,34,22,432187.0,JUNCAL,3621.0,2020-02-12
23,55,001A,416081.0,ARCOS,1698.0,2020-02-12
30,55,017A,185581.0,24 DE NOVIEMBRE,882.0,2020-02-12
59,170,32,231600.0,CUCHA CUCHA,1232.0,2020-02-13
49,39,22,313680.0,TRIUNVIRATO AV.,3735.0,2020-02-13
39,82,001D,365654.0,AMENABAR,1990.0,2020-02-13
20,53,8,200744.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2054.0,2020-02-13
11,82,012I,447026.0,"LOPEZ, VICENTE",1853.0,2020-02-13
15,124,20,441588.0,PARAGUAY,2727.0,2020-02-13
11,85,001G,448022.0,POSADAS,1560.0,2020-02-13
7,26,16,452494.0,RODRIGUEZ PEÑA,2025.0,2020-02-13
19,4,13,425059.0,GASCON,1155.0,2020-02-13
30,87,25,183093.0,"GARAY, JUAN DE AV.",2707.0,2020-02-13
79,58,14,261701.0,BAHIA BLANCA,1890.0,2020-02-14
9,12,012B,207593.0,"MITRE, BARTOLOME",2665.0,2020-02-14
21,60,22,429863.0,CABELLO,3309.0,2020-02-14
30,40,26,184183.0,24 DE NOVIEMBRE,947.0,2020-02-14
28,25,4,194359.0,RIVADAVIA AV.,3428.0,2020-02-14
40,6,3,159918.0,DIRECTORIO AV.,1030.0,2020-02-14
20,56,036A,200653.0,SARANDI,247.0,2020-02-14
7,24,020A,452448.0,MONTEVIDEO,1708.0,2020-02-14
15,21,11,444372.0,"DIAZ, CNEL. AV.",1511.0,2020-02-14
7,7,29,452661.0,"LOPEZ, VICENTE",1702.0,2020-02-14
15,63,30,443866.0,GALLO,1560.0,2020-02-14
79,71,24,261298.0,BAHIA BLANCA,1871.0,2020-02-14
27,4,37,337297.0,VUELTA DE OBLIGADO,2880.0,2020-02-14
48,110E,12,142671.0,ROBERTSON,956.0,2020-02-14
15,86,002B,443650.0,SANTA FE AV.,2941.0,2020-02-14
11,61,36,442168.0,AYACUCHO,1760.0,2020-02-14
75,75,4,364563.0,"ARTIGAS, JOSE GERVASIO, GRAL.",5540.0,2020-02-14
15,013A,30,444994.0,"DIAZ, CNEL. AV.",1830.0,2020-02-14
22,44,40,180809.0,RINCON,923.0,2020-02-14
19,141,012C,428085.0,"BORGES, JORGE LUIS",2240.0,2020-02-14
33,74,0,415299.0,ALVAREZ THOMAS AV.,114.0,2020-02-14
47,76,26,228420.0,GALICIA,259.0,2020-02-14
15,79,3,443430.0,"CABRERA, JOSE A.",3118.0,2020-02-15
37,30,37,408842.0,ELCANO AV.,3573.0,2020-02-15
22,51,16,180564.0,RINCON,1062.0,2020-02-15
21,36,8,429428.0,FRENCH,3547.0,2020-02-15
16,65,018C,119177.0,HERRERA,571.0,2020-02-15
41,123,001A,328832.0,QUESADA,2710.0,2020-02-15
21,95,010A,432352.0,GODOY CRUZ,3252.0,2020-02-15
19,40,17,424065.0,"SALGUERO, JERONIMO",1429.0,2020-02-15
47,101,27,226689.0,DARWIN,180.0,2020-02-15
57,100,002H,130007.0,ESPINOSA,79.0,2020-02-15
31,104,7,421782.0,MALABIA,1349.0,2020-02-15
13,3,9,192665.0,"PERON, JUAN DOMINGO, TTE. GENERAL",3670.0,2020-02-15
69,19,4,254459.0,NAZCA AV.,2726.0,2020-02-15
30,96,40,182509.0,JUJUY AV.,971.0,2020-02-15
43,103,24,334480.0,ARIAS,3115.0,2020-02-15
1,1,17,221019.0,RIVADAVIA AV.,851.0,2020-02-15
22,8,41,182316.0,SAAVEDRA,931.0,2020-02-16
11,84,2,441933.0,ALVEAR AV.,1848.0,2020-02-16
49,58,003C,240890.0,ALVAREZ THOMAS AV.,2128.0,2020-02-16
37,2,18,406537.0,"LACROZE, FEDERICO AV.",3887.0,2020-02-16
15,115,024B,442963.0,PARAGUAY,2829.0,2020-02-16
7,9,11,452713.0,CALLAO AV.,1759.0,2020-02-16
23,7,16,411000.0,"DUMONT, SANTOS",2312.0,2020-02-16
48,100B,12,143135.0,"EGUIA, MANUEL",976.0,2020-02-16
30,75,20,183280.0,"CALVO, CARLOS",2943.0,2020-02-16
43,185,008C,378222.0,SAN ISIDRO LABRADOR AV.,4325.0,2020-02-16
3,32,1,450562.0,ARROYO,804.0,2020-02-16
4,16,31,210950.0,HUMBERTO 1°,613.0,2020-02-16
48,59,8,144344.0,REMEDIOS,2764.0,2020-02-16
8,51,0FRB,118523.0,"GARCIA, MARTIN AV.",464.0,2020-02-16
49,048A,27,241467.0,COMBATIENTES DE MALVINAS AV.,3410.0,2020-02-16
23,55,15,412077.0,"HERNANDEZ, JOSE",2346.0,2020-02-16
14,49,35,212290.0,SALTA,935.0,2020-02-16
15,29,028A,446360.0,BILLINGHURST,2272.0,2020-02-16
9,49,31,206299.0,VIAMONTE,2213.0,2020-02-16
22,8,31,182306.0,"CALVO, CARLOS",2601.0,2020-02-16
17,81,20,171071.0,HUMAHUACA,4056.0,2020-02-16
74,015B,11,79852.0,"ALBERDI, JUAN BAUTISTA AV.",7277.0,2020-02-16
48,42,12,144725.0,CASTAÑON,813.0,2020-02-16
14,16,27,213466.0,HUMBERTO 1°,1677.0,2020-02-16
53,120,7,372692.0,TRONADOR,2655.0,2020-02-16
11,15,20,440925.0,LARREA,1043.0,2020-02-16
39,54,013A,325367.0,ZAPIOLA,1941.0,2020-02-16
15,87,10,443682.0,"QUINQUELA MARTIN, BENITO",1879.0,2020-02-16
20,9,1,202146.0,SAAVEDRA,209.0,2020-02-16
23,93,20,412872.0,SOLDADO DE LA INDEPENDENCIA,716.0,2020-02-16
21,25,2,429622.0,JUNCAL,3620.0,2020-02-17
20,16,11,201892.0,MORENO,2532.0,2020-02-17
11,44,27,440511.0,"ALVEAR, MARCELO T. De",2153.0,2020-02-17
